article_link,headline,posted_at,is_sarcastic
https://thehardtimes.net/opinion/opinion-hey-there-delilah-i-dont-think-im-gonna-come-visit-you-in-new-york-city-actually/,"Opinion: Hey There Delilah, I Don’t Think I’m Gonna Come Visit You in New York City Actually","5 April, 2020",1
https://thehardtimes.net/culture/show-flyer-used-as-face-mask-instinctively-crumpled-up-and-thrown-to-ground/,Show Flyer Used as Face Mask Instinctively Crumpled Up and Thrown to Ground,"5 April, 2020",1
https://thehardtimes.net/culture/insane-clown-posse-announce-inaugural-distancing-of-the-juggalos/,Insane Clown Posse Announce Inaugural “Distancing of the Juggalos”,"4 April, 2020",1
https://thehardtimes.net/music/crust-punks-diy-face-mask-gives-him-32-other-diseases/,Crust Punk’s DIY Face Mask Gives Him 32 Other Diseases,"3 April, 2020",1
https://thehardtimes.net/blog/we-interviewed-wwe-tag-team-legends-demolition-and-it-turns-out-they-dont-know-shit-about-the-80s-leather-daddy-scene/,We Interviewed WWE Tag Team Legends Demolition and It Turns out They Don’t Know Shit About the ’80s Leather Daddy Scene,"2 April, 2020",1
https://thehardtimes.net/culture/promoter-staying-busy-by-stealing-cut-of-daughters-cereal/,Promoter Staying Busy By Stealing Cut of Daughter’s Cereal,"2 April, 2020",1
https://thehardtimes.net/culture/aging-imagine-dragons-fan-celebrates-11th-birthday/,Aging Imagine Dragons Fan Celebrates 11th Birthday,"1 April, 2020",1
https://thehardtimes.net/blog/we-rated-the-top-10-most-metal-moments-in-ace-ventura-pet-detective/,We Ranked the Top 10 Most Metal Moments in Ace Ventura: Pet Detective,"31 March, 2020",1
https://thehardtimes.net/culture/donald-glover-quietly-releases-coronavirus-vaccine-at-4-a-m-before-deleting-it/,Donald Glover Quietly Releases Coronavirus Vaccine at 4 a.m. Before Deleting It,"28 March, 2020",1
https://thehardtimes.net/culture/careless-girlfriend-endangers-older-compromised-immune-system-of-pop-punk-frontman-boyfriend/,"Careless Girlfriend Endangers Older, Compromised Immune System of Pop-Punk Frontman Boyfriend","27 March, 2020",1
https://thehardtimes.net/blog/5-places-city-officials-made-more-punk-rock/,5 Places City Officials Made More Punk Rock,"27 March, 2020",1
https://thehardtimes.net/music/iggy-pop-removes-torso-section-from-hazmat-suit/,Iggy Pop Removes Torso Section From Hazmat Suit,"27 March, 2020",1
https://thehardtimes.net/blog/modern-day-yoko-this-womans-boyfriend-is-in-a-shitty-band/,Modern Day Yoko? This Woman’s Boyfriend Is in a Shitty Band,"25 March, 2020",1
https://thehardtimes.net/music/metalhead-asks-cdc-hotline-what-to-cough-into-if-theyve-hypothetically-cut-off-their-sleeves/,Metalhead Asks CDC Hotline What to Cough Into If They’ve “Hypothetically” Cut off Their Sleeves,"21 March, 2020",1
https://thehardtimes.net/culture/punk-house-adds-more-water-to-dr-bronners-bottle-to-prepare-for-coronavirus/,Punk House Adds More Water to Dr. Bronner’s Bottle to Prepare for Coronavirus,"20 March, 2020",1
https://thehardtimes.net/opinion/opinion-i-was-gonna-quit-the-band-anyway/,Opinion: I Was Gonna Quit the Band Anyway,"19 March, 2020",1
https://thehardtimes.net/culture/cdc-recommends-not-attending-house-show-to-limit-spread-of-frontmans-ego/,CDC Recommends Not Attending House Show to Limit Spread of Frontman’s Ego,"19 March, 2020",1
https://thehardtimes.net/music/basement-show-canceled-due-to-mom-stocking-up-on-dry-goods/,Basement Show Canceled Due to Mom Stocking up on Dry Goods,"18 March, 2020",1
https://thehardtimes.net/culture/punk-venues-green-beer-not-a-st-patricks-day-thing/,Punk Venue’s Green Beer Not a St. Patrick’s Day Thing,"17 March, 2020",1
https://thehardtimes.net/culture/cdc-issues-reminder-no-one-wouldve-attended-show-anyway-scene-sucks-now/,"CDC Issues Reminder No One Would’ve Attended Show Anyway, Scene Sucks Now","17 March, 2020",1
https://thehardtimes.net/culture/hardcore-saint-patrick-drives-snakes-out-of-scene/,Hardcore Saint Patrick Drives Snakes Out of Scene,"17 March, 2020",1
https://thehardtimes.net/blog/how-to-talk-to-the-woman-you-just-annihilated-in-the-pit/,How to Talk to the Woman You Just Annihilated in the Pit,"16 March, 2020",1
https://thehardtimes.net/culture/bernie-sanders-accidentally-tells-joe-biden-nice-set-after-debate/,Bernie Sanders Accidentally Tells Joe Biden “Nice Set” After Debate,"15 March, 2020",1
https://thehardtimes.net/opinion/opinion-a-jury-of-my-peers-wouldnt-be-dressed-so-nice/,Opinion: A Jury of My Peers Wouldn’t Be Dressed so Nice,"15 March, 2020",1
https://thehardtimes.net/blog/we-ranked-every-cannibal-corpse-album-cover-by-the-length-of-the-shower-we-had-to-take-after-looking-at-it/,We Ranked Every Cannibal Corpse Album Cover by the Length of the Shower We Had to Take After Looking at It,"15 March, 2020",1
https://thehardtimes.net/culture/and1-clothing-announces-line-of-shorts-for-hardcore-guys-who-never-play-basketball/,And1 Clothing Announces Line of Shorts for Hardcore Guys Who Never Play Basketball,"14 March, 2020",1
https://thehardtimes.net/blog/how-metallicas-st-anger-album-changed-the-wobble-in-my-coffee-table-forever/,How Metallica’s St. Anger Album Changed the Wobble in My Coffee Table Forever,"13 March, 2020",1
https://thehardtimes.net/culture/punk-to-send-death-threat-to-congressman-as-soon-as-he-figures-out-who-that-is/,Punk to Send Death Threat to Congressman as Soon as He Figures Out Who That Is,"13 March, 2020",1
https://thehardtimes.net/culture/and1-clothing-announces-line-of-shorts-for-hardcore-guys-who-never-play-basketball/,And1 Clothing Announces Line of Shorts for Hardcore Guys Who Never Play Basketball,"14 March, 2020",1
https://thehardtimes.net/blog/how-metallicas-st-anger-album-changed-the-wobble-in-my-coffee-table-forever/,How Metallica’s St. Anger Album Changed the Wobble in My Coffee Table Forever,"13 March, 2020",1
https://thehardtimes.net/culture/punk-to-send-death-threat-to-congressman-as-soon-as-he-figures-out-who-that-is/,Punk to Send Death Threat to Congressman as Soon as He Figures Out Who That Is,"13 March, 2020",1
https://thehardtimes.net/culture/frontman-makes-it-perfectly-clear-coronavirus-not-welcome-in-this-scene/,Frontman Makes It Perfectly Clear Coronavirus Not Welcome In This Scene,"12 March, 2020",1
https://thehardtimes.net/music/cdc-recommends-full-body-gwar-costume-to-protect-against-coronavirus/,CDC Recommends Full-Body GWAR Costume to Protect Against Coronavirus,"12 March, 2020",1
https://thehardtimes.net/culture/band-takes-drummer-on-one-last-day-of-doing-all-of-his-favorite-things/,Band Takes Drummer on One Last Day of Doing All of His Favorite Things,"12 March, 2020",1
https://thehardtimes.net/culture/touring-band-makes-bass-player-order-off-kids-menu/,Touring Band Makes Bass Player Order Off Kids Menu,"11 March, 2020",1
https://thehardtimes.net/culture/punk-buys-pack-of-gum-to-distract-from-300-worth-of-merchandise-shes-shoplifting/,Punk Buys Pack of Gum to Distract from $300 Worth of Merchandise She’s Shoplifting,"10 March, 2020",1
https://thehardtimes.net/culture/panicked-punk-calls-parents-to-find-out-status-of-trust-fund/,Panicked Punk Calls Parents to Find Out Status of Trust Fund,"9 March, 2020",1
https://thehardtimes.net/blog/rise-against-brought-this-lucky-fan-on-stage-to-live-out-his-dream-of-telling-them-everything-after-appeal-to-reason-sucks/,Rise Against Brought This Lucky Fan on Stage to Live out His Dream of Telling Them Everything After “Appeal to Reason” Sucks,"9 March, 2020",1
https://thehardtimes.net/culture/all-of-punks-good-deeds-court-mandated/,All of Punk’s Good Deeds Court-Mandated,"9 March, 2020",1
https://thehardtimes.net/culture/punk-church-features-stained-glass-window-of-martyr-who-stayed-past-friends-set/,Punk Church Features Stained Glass Window of Martyr Who Stayed Past Friends’ Set,"8 March, 2020",1
https://thehardtimes.net/blog/we-look-back-on-the-entire-history-of-punk-1977-1977/,"We Look Back on the Entire History of Punk, 1977-1977","8 March, 2020",1
https://thehardtimes.net/music/punk-hardcore/daylight-savings-causes-punk-show-to-accidentally-start-on-time/,Daylight Savings Causes Punk Show To Accidentally Start on Time,"8 March, 2020",1
https://thehardtimes.net/culture/depressed-black-metal-frontman-sees-own-face-in-rorschach-test/,Depressed Black Metal Frontman Sees Own Face in Rorschach Test,"7 March, 2020",1
https://thehardtimes.net/culture/california-basement-show-held-in-garage/,California Basement Show Held In Garage,"7 March, 2020",1
https://thehardtimes.net/culture/probation-officer-closest-thing-punk-band-has-to-tour-manager/,Probation Officer Closest Thing Punk Band Has to Tour Manager,"6 March, 2020",1
https://thehardtimes.net/blog/help-i-got-an-english-degree-and-now-im-the-lead-lyricist-for-the-wonder-years/,Help! I Got an English Degree and Now I’m the Lead Lyricist for the Wonder Years,"6 March, 2020",1
https://thehardtimes.net/music/black-flag-hoping-this-is-the-year-they-finally-get-to-open-for-flag/,Black Flag Hoping This Is the Year They Finally Get to Open for Flag,"6 March, 2020",1
https://thehardtimes.net/culture/crust-punk-too-busy-dealing-with-raccoon-flu-to-worry-about-coronavirus/,Crust Punk Too Busy Dealing With Raccoon Flu to Worry About Coronavirus,"4 March, 2020",1
https://thehardtimes.net/blog/given-that-ive-exhausted-my-library-of-believable-excuses-i-feel-i-should-tell-you-i-dont-like-your-band/,"Given That I’ve Exhausted My Library of Believable Excuses, I Feel I Should Tell You I Don’t Like Your Band","4 March, 2020",1
https://thehardtimes.net/culture/massive-backlog-of-back-stabbings-paralyzes-hardcore-street-justice-system/,Massive Backlog of Back Stabbings Paralyzes Hardcore Street Justice System,"3 March, 2020",1
https://thehardtimes.net/culture/bag-of-drugs-get-through-security-line-without-having-phish-fan-confiscated/,Bag of Drugs Get Through Security Line Without Having Phish Fan Confiscated,"2 March, 2020",1
https://thehardtimes.net/blog/uh-oh-that-band-you-like-just-discovered-the-80s/,Uh Oh: That Band You Like Just Discovered the ’80s,"2 March, 2020",1
https://thehardtimes.net/culture/crust-punk-who-passes-out-at-party-wakes-up-with-their-face-tattoo-of-a-dick-covered-up/,Crust Punk Who Passes out at Party Wakes up With Their Face Tattoo of a Dick Covered Up,"2 March, 2020",1
https://thehardtimes.net/culture/straight-edge-kid-blows-clean-breathable-air-into-cats-ear/,"Straight Edge Kid Blows Clean, Breathable Air Into Cat’s Ear","1 March, 2020",1
https://thehardtimes.net/blog/we-interviewed-former-blink-drummer-scott-raynor-and-think-hes-got-a-great-chance-getting-hired-at-our-call-center/,We Interviewed Former Blink Drummer Scott Raynor and Think He’s Got a Great Chance Getting Hired at Our Call Center,"1 March, 2020",1
https://thehardtimes.net/culture/punk-uses-floss-to-fix-everything-but-gum-disease/,Punk Uses Floss To Fix Everything But Gum Disease,"1 March, 2020",1
https://thehardtimes.net/culture/supposed-metal-band-doesnt-even-have-controversy-section-on-wikipedia-page/,Supposed Metal Band Doesn’t Even Have “Controversy” Section On Wikipedia Page,"29 February, 2020",1
https://thehardtimes.net/opinion/im-drunk-and-an-hour-late-but-i-deserve-to-be-right-in-front-of-the-stage/,I’m Drunk and an Hour Late but I Deserve to Be Right in Front of the Stage,"29 February, 2020",1
https://thehardtimes.net/culture/date-brought-to-grinding-halt-after-third-eye-blind-used-as-example-of-punk-band/,Date Brought to Grinding Halt After Third Eye Blind Used as Example of Punk Band,"29 February, 2020",1
https://thehardtimes.net/music/four-year-strong-trapped-in-breakdown-to-song-they-dont-remember/,Four Year Strong Trapped in Breakdown to Song They Don’t Remember,"28 February, 2020",1
https://thehardtimes.net/culture/litter-box-only-working-toilet-in-punk-house/,Litter Box Only Working Toilet in Punk House,"28 February, 2020",1
https://thehardtimes.net/culture/grateful-dead-fan-thoroughly-confused-that-other-bands-exist/,Grateful Dead Fan Thoroughly Confused That Other Bands Exist,"27 February, 2020",1
https://thehardtimes.net/culture/vinyl-record-without-download-code-kinda-asking-a-lot/,Vinyl Record Without Download Code Kinda Asking A Lot,"27 February, 2020",1
https://thehardtimes.net/culture/hilarious-drummer-cracks-band-up-by-asking-for-songwriting-credit/,Hilarious Drummer Cracks Band Up by Asking for Songwriting Credit,"26 February, 2020",1
https://thehardtimes.net/opinion/i-have-as-much-right-as-the-b-52s-to-sing-loudly-in-public-about-my-homemade-fuck-shed/,I Have as Much Right as the B-52’s to Sing Loudly in Public About My Homemade Fuck-Shed,"26 February, 2020",1
https://thehardtimes.net/culture/music-snob-emt-cant-decide-which-song-to-set-chest-compressions-to/,Music Snob EMT Can’t Decide Which Song to Set Chest Compressions To,"26 February, 2020",1
https://thehardtimes.net/music/conor-mcgregor-open-superfight-henry-rollins/,Conor McGregor Open to Superfight With Henry Rollins,"25 February, 2020",1
https://thehardtimes.net/music/eight-somehow-dead-after-launch-of-black-metal-streaming-service/,Eight Somehow Dead After Launch of Black Metal Streaming Service,"25 February, 2020",1
https://thehardtimes.net/culture/motley-crue-reunion-introduces-bands-iconic-catalogue-to-same-exact-generation-as-before/,Mötley Crüe Reunion Introduces Bands’ Iconic Catalogue to Same Exact Generation As Before,"25 February, 2020",1
https://thehardtimes.net/blog/we-interviewed-anarcho-punk-pioneers-the-boxcar-children/,We Interviewed Anarcho-Punk Pioneers the Boxcar Children,"24 February, 2020",1
https://thehardtimes.net/music/nu-metal-doctor-asks-you-to-open-mouth-and-say-ooh-wa-ah-ah-ah-ah/,"Nü-Metal Doctor Asks You to Open Mouth and Say, “Ooh WA-AH-AH-AH-AH!”","24 February, 2020",1
https://thehardtimes.net/culture/house-show-not-even-attended-by-house-residents/,House Show Not Even Attended By House Residents,"22 February, 2020",1
https://thehardtimes.net/opinion/i-hate-ska-except-for-when-its-in-every-single-comedy-movie-i-loved-from-the-90s/,I Hate Ska Except for When It’s in Every Single Comedy Movie I Loved From the ’90s,"22 February, 2020",1
https://thehardtimes.net/blog/cool-millencolin-covering-pennywise-song-or-actually-other-way-around-maybe/,"Cool: Millencolin Covering Pennywise Song Or, Actually, Other Way Around, Maybe","20 February, 2020",1
https://thehardtimes.net/culture/old-punk-whos-done-so-much-for-the-scene-completely-unbookable/,Old Punk Who’s Done So Much for the Scene Completely Unbookable,"20 February, 2020",1
https://thehardtimes.net/music/punk-in-30s-relieved-to-see-cops-end-show-early/,Punk in 30s Relieved to See Cops End Show Early,"19 February, 2020",1
https://thehardtimes.net/opinion/i-will-defeat-fascism-once-i-find-a-sharpie-for-this-banjo/,I Will Defeat Fascism Once I Find a Sharpie for This Banjo,"19 February, 2020",1
https://thehardtimes.net/music/alabama-punk-prepares-for-another-drive-to-atlanta-to-support-local-scene/,Alabama Punk Prepares for Another Drive to Atlanta to Support Local Scene,"19 February, 2020",1
https://thehardtimes.net/blog/i-dont-care-how-many-hits-he-wrote-paul-mccartney-is-still-a-fucking-bassist-and-i-will-never-respect-him/,"I Don’t Care How Many Hits He Wrote, Paul McCartney Is Still a Fucking Bassist and I Will Never Respect Him","18 February, 2020",1
https://thehardtimes.net/culture/folk-punk-band-accidentally-books-paid-gig/,Folk-Punk Band Accidentally Books Paid Gig,"17 February, 2020",1
https://thehardtimes.net/culture/man-watches-entire-show-through-the-gauged-ear-of-guy-in-front-of-him/,Man Watches Entire Show Through The Gauged Ear Of Guy In Front Of Him,"17 February, 2020",1
https://thehardtimes.net/culture/socially-awkward-anarchist-unsure-of-right-moment-to-start-riot/,Socially Awkward Anarchist Unsure of Right Moment to Start Riot,"16 February, 2020",1
https://thehardtimes.net/culture/frontman-saves-mediocre-set-by-doing-everything-venue-owners-politely-asked-him-not-to-do/,Frontman Saves Mediocre Set by Doing Everything Venue Owners Politely Asked Him Not to Do,"16 February, 2020",1
https://thehardtimes.net/culture/gwar-asks-nprs-tiny-desk-staff-if-theyre-ready-to-get-their-assholes-ripped-open/,GWAR asks NPR’s Tiny Desk Staff if They’re Ready to Get Their Assholes Ripped Open,"15 February, 2020",1
https://thehardtimes.net/culture/struggling-actor-adds-hate5six-listing-to-imdb/,Struggling Actor Adds Hate5six Listing to IMDB,"15 February, 2020",1
https://thehardtimes.net/blog/stop-asking-me-to-play-folk-punk-just-because-im-an-opossum/,Stop Asking Me to Play Folk Punk Just Because I’m an Opossum,"15 February, 2020",1
https://thehardtimes.net/blog/we-scored-this-awesome-interview-with-tom-morello-after-hitting-every-button-on-the-elevator/,We Scored This Awesome Interview With Tom Morello After Hitting Every Button on the Elevator,"15 February, 2020",1
https://thehardtimes.net/blog/we-asked-jadakiss-about-his-best-valentines-kiss-and-he-just-tried-to-offload-bricks-of-cocaine-on-us/,We Asked Jadakiss About His Best Valentine’s Kiss and He Just Tried to Offload Bricks of Cocaine on Us,"14 February, 2020",1
https://thehardtimes.net/culture/woman-rudely-wears-black-to-goth-friends-wedding/,Woman Rudely Wears Black to Goth Friend’s Wedding,"13 February, 2020",1
https://thehardtimes.net/culture/punk-attending-first-show-cant-believe-they-got-to-meet-singer-of-terrible-local-band-that-will-break-up-in-two-months/,Punk Attending First Show Can’t Believe They Got to Meet Singer of Terrible Local Band That Will Break Up in Two Months,"13 February, 2020",1
https://thehardtimes.net/blog/is-he-a-cop-or-does-he-just-like-holding-his-skateboard-that-way/,Is He a Cop or Does He Just Like Holding His Skateboard That Way?,"12 February, 2020",1
https://thehardtimes.net/culture/straight-edge-band-run-out-of-scene-for-not-using-varsity-font-in-logo/,Straight Edge Band Run Out of Scene for Not Using Varsity Font in Logo,"12 February, 2020",1
https://thehardtimes.net/culture/lead-singer-sitting-back-as-rest-of-bandmates-help-him-move-to-new-apartment/,Lead Singer Sitting Back as Rest of Bandmates Help Him Move to New Apartment,"11 February, 2020",1
https://thehardtimes.net/culture/punk-ghost-been-trying-to-escape-small-town-for-163-years/,Punk Ghost Been Trying to Escape Small Town for 163 Years,"10 February, 2020",1
https://thehardtimes.net/culture/breaking-oscars-add-local-scene-memoriam-reel/,BREAKING: Oscars to Add Local Scene to In Memoriam Reel,"9 February, 2020",1
https://thehardtimes.net/culture/aging-punk-enters-i-dont-even-really-listen-to-punk-anymore-phase-of-being-punk/,Aging Punk Enters “I Don’t Even Really Listen to Punk Anymore” Phase of Being Punk,"9 February, 2020",1
https://thehardtimes.net/blog/wow-the-dark-side-of-the-moon-syncs-up-perfectly-with-this-other-copy-of-the-dark-side-of-the-moon/,Wow: The Dark Side of the Moon Syncs up Perfectly With This Other Copy of The Dark Side of the Moon,"9 February, 2020",1
https://thehardtimes.net/culture/local-church-graciously-opens-its-doors-to-springfield-thrash-fest-3-fuck-this-town-to-death/,Local Church Graciously Opens Its Doors to “Springfield Thrash Fest 3: Fuck This Town to Death”,"9 February, 2020",1
https://thehardtimes.net/culture/punk-relentlessly-ridiculed-for-enjoying-basic-amenity/,Punk Relentlessly Ridiculed for Enjoying Basic Amenity,"8 February, 2020",1
https://thehardtimes.net/culture/andrew-yang-promises-universal-basic-exposure-for-every-band-in-america/,Andrew Yang Promises Universal Basic Exposure for Every Band in America,"7 February, 2020",1
https://thehardtimes.net/culture/palpable-sexual-chemistry-between-folk-duo-expressed-through-repeated-stomps-on-empty-suitcase/,Palpable Sexual Chemistry Between Folk Duo Expressed Through Repeated Stomps on Empty Suitcase,"7 February, 2020",1
https://thehardtimes.net/blog/we-wanted-to-do-a-retrospective-on-the-clashs-london-calling-but-our-older-brother-says-we-cant-borrow-it-cuz-hes-listening-to-it/,We Wanted to Do a Retrospective on The Clash’s London Calling but Our Older Brother Says We Can’t Borrow It Cuz He’s Listening to It,"7 February, 2020",1
https://thehardtimes.net/culture/best-coast-and-red-hot-chili-peppers-protest-new-california-law-limiting-artist-to-35-songs-about-state-per-year/,Best Coast and Red Hot Chili Peppers Protest New California Law Limiting Artist to 35 Songs About State Per Year,"7 February, 2020",1
https://thehardtimes.net/culture/better-than-ezra-and-less-than-jake-form-pretty-average-supergroup/,Better Than Ezra and Less Than Jake Form Pretty Average Supergroup,"5 February, 2020",1
https://thehardtimes.net/blog/we-look-back-on-now-thats-what-i-call-music-22-because-thats-the-only-cd-my-mom-had-in-her-suv/,We Look Back on “Now That’s What I Call Music! 22” Because That’s the Only CD My Mom Had in Her SUV,"5 February, 2020",1
https://thehardtimes.net/opinion/im-sorry-im-63-and-god-wanted-me-to-see-concerts-better-than-you/,I’m Sorry I’m 6’3” and God Wanted Me to See Concerts Better Than You,"5 February, 2020",1
https://thehardtimes.net/culture/punk-mom-adds-studs-to-fitbit/,Punk Mom Adds Studs to Fitbit,"4 February, 2020",1
https://thehardtimes.net/music/comic-book-in-take-on-me-video-getting-gritty-film-adaptation-from-zack-snyder/,Comic Book In “Take on Me” Video Getting Gritty Film Adaptation from Zack Snyder,"4 February, 2020",1
https://thehardtimes.net/culture/acoustic-bass-industry-begs-violent-femmes-to-buy-another-acoustic-bass/,Acoustic Bass Industry Begs Violent Femmes to Buy Another Acoustic Bass,"3 February, 2020",1
https://thehardtimes.net/blog/super-power-this-woman-can-identify-a-predator-just-by-seeing-if-shes-sexually-attracted-to-them/,Super Power? This Woman Can Identify a Predator Just by Seeing If She’s Sexually Attracted to Them,"3 February, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-this-five-finger-death-punch-fan-to-hear-what-color-mustang-hes-buying-after-basic-training/,We Sat Down With This Five Finger Death Punch Fan to Hear What Color Mustang He’s Buying After Basic Training,"3 February, 2020",1
https://thehardtimes.net/culture/neglected-punk-house-vacuum-yearns-for-tender-embrace-of-human-hand/,Neglected Punk House Vacuum Yearns for Tender Embrace of Human Hand,"2 February, 2020",1
https://thehardtimes.net/music/baha-men-hoping-big-puppy-bowl-payday/,Baha Men Hoping for Big Puppy Bowl Payday,"2 February, 2020",1
https://thehardtimes.net/culture/guy-who-once-stabbed-a-cop-with-a-screwdriver-at-a-house-show-cant-believe-what-just-happened-on-great-british-bake-off/,Guy Who Once Stabbed a Cop with a Screwdriver at a House Show Can’t Believe What Just Happened on “Great British Bake Off”,"1 February, 2020",1
https://thehardtimes.net/culture/man-whos-bad-at-accepting-compliments-joins-friends-band-to-avoid-them/,Man Who’s Bad at Accepting Compliments Joins Friend’s Band to Avoid Them,"1 February, 2020",1
https://thehardtimes.net/culture/comedy-central-cancels-straight-edge-history-after-one-episode/,Comedy Central Cancels “Straight Edge History” After One Episode,"31 January, 2020",1
https://thehardtimes.net/music/punk-hardcore/punk-didnt-plan-on-living-long-enough-for-metabolism-to-slow-down-this-much/,Punk Didn’t Plan on Living Long Enough for Metabolism to Slow Down This Much,"30 January, 2020",1
https://thehardtimes.net/culture/hardcore-frontman-cheats-on-diet-with-underage-diet/,Hardcore Frontman Cheats On Diet With Underage Diet,"30 January, 2020",1
https://thehardtimes.net/culture/comedy-central-cancels-straight-edge-history-after-one-episode/,Comedy Central Cancels “Straight Edge History” After One Episode,"31 January, 2020",1
https://thehardtimes.net/music/punk-hardcore/punk-didnt-plan-on-living-long-enough-for-metabolism-to-slow-down-this-much/,Punk Didn’t Plan on Living Long Enough for Metabolism to Slow Down This Much,"30 January, 2020",1
https://thehardtimes.net/culture/hardcore-frontman-cheats-on-diet-with-underage-diet/,Hardcore Frontman Cheats On Diet With Underage Diet,"30 January, 2020",1
https://thehardtimes.net/culture/punk-grandma-wants-to-know-why-you-never-drop-by-to-borrow-van-for-tours-anymore/,Punk Grandma Wants to Know Why You Never Drop By to Borrow Van for Tours Anymore,"29 January, 2020",1
https://thehardtimes.net/music/report-90-of-music-collections-exist-solely-on-hard-drive-lost-somewhere-in-closet/,Report: 90% of Music Collections Exist Solely on Hard Drive Lost Somewhere in Closet,"29 January, 2020",1
https://thehardtimes.net/blog/this-famous-film-director-went-through-an-embarrassing-fred-durst-phase/,This Famous Film Director Went Through an Embarrassing Fred Durst Phase,"29 January, 2020",1
https://thehardtimes.net/culture/frontman-insulted-hes-only-third-on-unhinged-super-fans-kill-list/,Frontman Insulted He’s Only Third on Unhinged Super-Fan’s Kill List,"29 January, 2020",1
https://thehardtimes.net/blog/what-a-waste-every-year-americans-throw-tons-of-perfectly-good-food-at-my-band/,What a Waste: Every Year Americans Throw Tons of Perfectly Good Food at My Band,"28 January, 2020",1
https://thehardtimes.net/blog/we-gave-one-million-monkeys-a-million-typewriters-and-these-are-the-guttermouth-songs-they-wrote/,We Gave One Million Monkeys a Million Typewriters and These Are the Guttermouth Songs They Wrote,"28 January, 2020",1
https://thehardtimes.net/music/23andme-test-reveals-wes-borland-actually-member-of-mudvayne/,23andMe Test Reveals Wes Borland Actually Member of Mudvayne,"28 January, 2020",1
https://thehardtimes.net/culture/63-year-old-punk-cant-believe-you-havent-heard-of-obscure-local-band-who-broke-up-in-1981/,63-Year-Old Punk Can’t Believe You Haven’t Heard of Obscure Local Band Who Broke Up in 1981,"27 January, 2020",1
https://thehardtimes.net/blog/i-feel-like-i-should-review-the-soft-bulletin-again-now-that-i-dont-do-drugs/,I Feel Like I Should Review “The Soft Bulletin” Again Now That I Don’t Do Drugs,"27 January, 2020",1
https://thehardtimes.net/culture/aging-punk-increases-weight-loss-regimen-to-two-packs-of-cigarettes-a-day/,Aging Punk Increases Weight Loss Regimen to Two Packs of Cigarettes a Day,"27 January, 2020",1
https://thehardtimes.net/culture/death-grips-fan-sick-of-tattoo-artists-telling-him-they-wont-write-that-on-there/,Death Grips Fan Sick of Tattoo Artists Telling Him They Won’t Write That on There,"26 January, 2020",1
https://thehardtimes.net/culture/adorable-punk-twitching-in-his-sleep-must-be-dreaming-hes-running-from-cops/,Adorable Punk Twitching in His Sleep Must be Dreaming He’s Running from Cops,"25 January, 2020",1
https://thehardtimes.net/culture/friendly-helpful-record-store-employee-fired/,"Friendly, Helpful Record Store Employee Fired","25 January, 2020",1
https://thehardtimes.net/music/punk-hardcore/punk-couple-prefers-their-earlier-kid/,Punk Couple Prefers Their Earlier Kid,"24 January, 2020",1
https://thehardtimes.net/blog/daft-punk-is-playing-at-my-house-and-other-times-lcd-soundsystem-were-lying-sacks-of-shit/,“Daft Punk Is Playing at My House” and Other Times LCD Soundsystem Were Lying Sacks of Shit,"24 January, 2020",1
https://thehardtimes.net/blog/top-5-feminist-icons-that-also-happen-to-be-cartoon-goth-girls-that-make-me-horny/,Top 5 Feminist Icons That Also Happen to Be Cartoon Goth Girls That Make Me Horny,"24 January, 2020",1
https://thehardtimes.net/music/gallagher-brothers-reunite-to-argue-in-front-of-terminally-ill-oasis-fan/,Gallagher Brothers Reunite to Argue in Front of Terminally Ill Oasis Fan,"24 January, 2020",1
https://thehardtimes.net/music/band-member-with-kid-subtly-adds-girl-scout-cookies-to-merch-table/,Band Member With Kid Subtly Adds Girl Scout Cookies to Merch Table,"23 January, 2020",1
https://thehardtimes.net/blog/the-ultimate-playlist-to-let-her-know-youve-moved-on-but-are-still-down-to-bang-get-back-together/,"The Ultimate Playlist to Let Her Know You’ve Moved On, but Are Still Down to Bang, Get Back Together","23 January, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-we-the-kings-without-even-realizing/,We Sat Down With We the Kings Without Even Realizing,"23 January, 2020",1
https://thehardtimes.net/music/imagine-dragons-scrap-new-album-because-no-songs-are-fit-to-play-leading-into-nfl-commercials/,Imagine Dragons Scrap New Album Because No Songs Are Fit to Play Leading Into NFL Commercials,"23 January, 2020",1
https://thehardtimes.net/culture/wife-confident-husbands-band-too-shitty-for-groupies/,Wife Confident Husband’s Band Too Shitty for Groupies,"22 January, 2020",1
https://thehardtimes.net/blog/inspiring-this-man-escaped-north-korea-but-now-makes-pretty-bad-art/,Inspiring? This Man Escaped North Korea but Now Makes Pretty Bad Art,"22 January, 2020",1
https://thehardtimes.net/music/man-asks-record-store-employee-if-they-validate-opinions/,Man Asks Record Store Employee If They Validate Opinions,"22 January, 2020",1
https://thehardtimes.net/music/huge-mannequin-pussy-fan-surprised-to-find-band-of-same-name/,Huge Mannequin Pussy Fan Surprised to Find Band of Same Name,"21 January, 2020",1
https://thehardtimes.net/music/frontman-tries-so-hard-to-write-lyrics-in-haiku-but-fucks-it-up/,Frontman Tries so Hard  to Write Lyrics in Haiku  but Fucks It Up,"21 January, 2020",1
