date,province,max_temp,min_temp,wx,precip
20/04/2020,Gia Lai,32,26,Partly Cloudy,8.58
21/04/2020,Gia Lai,32,25,Partly Cloudy,8.61
22/04/2020,Gia Lai,31,26,Partly Cloudy,8.61
23/04/2020,Gia Lai,31,26,Partly Cloudy,8.76
24/04/2020,Gia Lai,31,26,Partly Cloudy,9.27
25/04/2020,Gia Lai,30,26,Partly Cloudy,10.51
26/04/2020,Gia Lai,30,25,Partly Cloudy,14.3
27/04/2020,Gia Lai,30,25,Partly Cloudy,14.83
28/04/2020,Gia Lai,30,25,Partly Cloudy,15.21
29/04/2020,Gia Lai,30,25,Partly Cloudy,15.26
30/04/2020,Gia Lai,31,26,Partly Cloudy,15.44
01/03/2020,Gia Lai,29,23,Mostly Cloudy,0.0
02/03/2020,Gia Lai,29,23,Mostly Cloudy,0.0
03/03/2020,Gia Lai,29,23,Mostly Cloudy,0.0
04/03/2020,Gia Lai,29,23,Mostly Cloudy,0.0
05/03/2020,Gia Lai,29,24,Mostly Cloudy,0.02
06/03/2020,Gia Lai,28,23,Mostly Cloudy,0.02
07/03/2020,Gia Lai,30,23,Mostly Cloudy,0.02
08/03/2020,Gia Lai,30,23,Mostly Cloudy,0.02
09/03/2020,Gia Lai,31,24,Mostly Cloudy,0.02
10/03/2020,Gia Lai,31,25,Mostly Cloudy,0.02
11/03/2020,Gia Lai,29,24,Mostly Cloudy,0.05
12/03/2020,Gia Lai,30,23,Mostly Cloudy,0.05
13/03/2020,Gia Lai,30,23,Mostly Cloudy,0.05
14/03/2020,Gia Lai,30,24,Mostly Cloudy,0.05
15/03/2020,Gia Lai,29,24,Mostly Cloudy,0.05
16/03/2020,Gia Lai,30,25,Mostly Cloudy,0.05
17/03/2020,Gia Lai,29,25,Mostly Cloudy,0.05
18/03/2020,Gia Lai,30,23,Mostly Cloudy,0.07
19/03/2020,Gia Lai,30,24,Mostly Cloudy,0.07
20/03/2020,Gia Lai,30,24,Mostly Cloudy,0.07
21/03/2020,Gia Lai,30,25,Mostly Cloudy,0.07
22/03/2020,Gia Lai,30,24,Mostly Cloudy,0.07
23/03/2020,Gia Lai,30,24,Mostly Cloudy,0.07
24/03/2020,Gia Lai,31,24,Mostly Cloudy,0.07
25/03/2020,Gia Lai,31,25,Mostly Cloudy,0.07
26/03/2020,Gia Lai,31,25,Mostly Cloudy,0.07
27/03/2020,Gia Lai,31,25,Mostly Cloudy,0.07
28/03/2020,Gia Lai,31,26,Mostly Cloudy,0.07
29/03/2020,Gia Lai,32,26,Mostly Cloudy,0.07
30/03/2020,Gia Lai,32,25,Mostly Cloudy,0.07
31/03/2020,Gia Lai,32,26,Mostly Cloudy,0.07
01/02/2020,Gia Lai,27,21,Light Rain Shower,0.02
02/02/2020,Gia Lai,26,20,Light Rain Shower,0.02
03/02/2020,Gia Lai,27,20,Light Rain Shower,0.02
04/02/2020,Gia Lai,27,21,Light Rain Shower,0.02
05/02/2020,Gia Lai,27,21,Light Rain Shower,0.02
06/02/2020,Gia Lai,27,20,Light Rain Shower,0.02
07/02/2020,Gia Lai,27,20,Light Rain Shower,0.02
08/02/2020,Gia Lai,26,22,Light Rain Shower,0.02
09/02/2020,Gia Lai,26,23,Light Rain Shower,0.22
10/02/2020,Gia Lai,25,23,Light Rain Shower,0.58
11/02/2020,Gia Lai,28,22,Light Rain Shower,0.58
12/02/2020,Gia Lai,28,22,Light Rain Shower,0.58
13/02/2020,Gia Lai,28,23,Light Rain Shower,0.58
14/02/2020,Gia Lai,28,23,Light Rain Shower,0.58
15/02/2020,Gia Lai,28,23,Light Rain Shower,0.58
16/02/2020,Gia Lai,30,23,Light Rain Shower,0.63
17/02/2020,Gia Lai,25,22,Light Rain Shower,1.54
18/02/2020,Gia Lai,26,21,Light Rain Shower,2.33
19/02/2020,Gia Lai,27,22,Light Rain Shower,2.41
20/02/2020,Gia Lai,27,22,Light Rain Shower,2.56
21/02/2020,Gia Lai,26,23,Light Rain Shower,2.92
22/02/2020,Gia Lai,27,22,Light Rain Shower,3.32
23/02/2020,Gia Lai,27,22,Light Rain Shower,3.55
24/02/2020,Gia Lai,27,21,Light Rain Shower,3.55
25/02/2020,Gia Lai,27,21,Light Rain Shower,3.58
26/02/2020,Gia Lai,28,23,Light Rain Shower,3.58
27/02/2020,Gia Lai,29,22,Light Rain Shower,3.58
28/02/2020,Gia Lai,28,22,Light Rain Shower,3.63
29/02/2020,Gia Lai,28,23,Light Rain Shower,3.65
01/01/2020,Gia Lai,27,23,Mostly Cloudy,0.27
02/01/2020,Gia Lai,26,24,Mostly Cloudy,0.5
03/01/2020,Gia Lai,27,23,Mostly Cloudy,0.55
04/01/2020,Gia Lai,27,23,Mostly Cloudy,0.55
05/01/2020,Gia Lai,27,22,Mostly Cloudy,0.6
06/01/2020,Gia Lai,27,22,Mostly Cloudy,0.6
07/01/2020,Gia Lai,28,22,Mostly Cloudy,0.6
08/01/2020,Gia Lai,26,23,Mostly Cloudy,0.6
09/01/2020,Gia Lai,28,23,Mostly Cloudy,0.6
10/01/2020,Gia Lai,27,22,Mostly Cloudy,0.6
11/01/2020,Gia Lai,27,22,Mostly Cloudy,0.6
12/01/2020,Gia Lai,27,22,Mostly Cloudy,0.6
13/01/2020,Gia Lai,27,22,Mostly Cloudy,0.63
14/01/2020,Gia Lai,27,21,Mostly Cloudy,0.63
15/01/2020,Gia Lai,27,21,Mostly Cloudy,0.63
16/01/2020,Gia Lai,27,22,Mostly Cloudy,0.63
17/01/2020,Gia Lai,28,22,Mostly Cloudy,0.63
18/01/2020,Gia Lai,27,22,Mostly Cloudy,0.63
19/01/2020,Gia Lai,26,22,Mostly Cloudy,0.63
20/01/2020,Gia Lai,27,21,Mostly Cloudy,0.68
21/01/2020,Gia Lai,27,21,Mostly Cloudy,0.71
22/01/2020,Gia Lai,28,21,Mostly Cloudy,0.71
23/01/2020,Gia Lai,28,21,Mostly Cloudy,0.71
24/01/2020,Gia Lai,28,21,Mostly Cloudy,0.71
25/01/2020,Gia Lai,28,22,Mostly Cloudy,0.71
26/01/2020,Gia Lai,28,22,Mostly Cloudy,0.71
27/01/2020,Gia Lai,28,22,Mostly Cloudy,0.71
28/01/2020,Gia Lai,27,22,Mostly Cloudy,0.71
29/01/2020,Gia Lai,25,22,Mostly Cloudy,0.81
30/01/2020,Gia Lai,23,20,Mostly Cloudy,1.42
31/01/2020,Gia Lai,26,20,Mostly Cloudy,1.49
01/06/2021,Đắk Lắk,33,27,Mostly Cloudy,0.0
02/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.0
03/06/2021,Đắk Lắk,34,27,Mostly Cloudy,0.0
04/06/2021,Đắk Lắk,35,27,Mostly Cloudy,0.0
05/06/2021,Đắk Lắk,34,27,Mostly Cloudy,0.07
06/06/2021,Đắk Lắk,32,26,Mostly Cloudy,0.07
07/06/2021,Đắk Lắk,34,26,Mostly Cloudy,0.07
08/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.07
09/06/2021,Đắk Lắk,32,26,Mostly Cloudy,0.07
10/06/2021,Đắk Lắk,32,26,Mostly Cloudy,0.3
11/06/2021,Đắk Lắk,32,26,Mostly Cloudy,0.3
12/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
13/06/2021,Đắk Lắk,34,26,Mostly Cloudy,0.43
14/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
15/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
16/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
17/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
18/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
19/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
20/06/2021,Đắk Lắk,34,25,Mostly Cloudy,0.43
21/06/2021,Đắk Lắk,34,26,Mostly Cloudy,0.43
22/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
23/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
24/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
25/06/2021,Đắk Lắk,34,26,Mostly Cloudy,0.43
26/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
27/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
28/06/2021,Đắk Lắk,34,26,Mostly Cloudy,0.43
29/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
30/06/2021,Đắk Lắk,33,26,Mostly Cloudy,0.43
01/05/2021,Đắk Lắk,31,25,Fair,0.0
02/05/2021,Đắk Lắk,32,25,Fair,0.0
03/05/2021,Đắk Lắk,31,26,Fair,0.02
04/05/2021,Đắk Lắk,31,25,Fair,0.02
05/05/2021,Đắk Lắk,32,26,Fair,0.02
06/05/2021,Đắk Lắk,31,23,Fair,0.22
07/05/2021,Đắk Lắk,31,26,Fair,0.48
08/05/2021,Đắk Lắk,32,26,Fair,0.5
09/05/2021,Đắk Lắk,31,25,Fair,0.5
10/05/2021,Đắk Lắk,32,25,Fair,0.5
11/05/2021,Đắk Lắk,32,26,Fair,0.5
12/05/2021,Đắk Lắk,32,26,Fair,0.53
13/05/2021,Đắk Lắk,32,26,Fair,0.53
14/05/2021,Đắk Lắk,32,26,Fair,0.53
15/05/2021,Đắk Lắk,32,26,Fair,0.81
16/05/2021,Đắk Lắk,33,26,Fair,0.83
17/05/2021,Đắk Lắk,32,26,Fair,1.37
18/05/2021,Đắk Lắk,32,26,Fair,1.47
19/05/2021,Đắk Lắk,32,26,Fair,1.47
20/05/2021,Đắk Lắk,33,26,Fair,1.47
21/05/2021,Đắk Lắk,32,26,Fair,1.47
22/05/2021,Đắk Lắk,32,26,Fair,1.47
23/05/2021,Đắk Lắk,32,26,Fair,1.52
24/05/2021,Đắk Lắk,31,26,Fair,1.57
25/05/2021,Đắk Lắk,28,25,Fair,1.75
26/05/2021,Đắk Lắk,30,25,Fair,1.75
27/05/2021,Đắk Lắk,31,25,Fair,1.75
28/05/2021,Đắk Lắk,32,26,Fair,1.75
29/05/2021,Đắk Lắk,32,26,Fair,1.75
30/05/2021,Đắk Lắk,33,26,Fair,1.75
31/05/2021,Đắk Lắk,34,27,Fair,1.75
01/04/2021,Đắk Lắk,31,25,Mostly Cloudy,0.0
02/04/2021,Đắk Lắk,31,25,Mostly Cloudy,0.0
03/04/2021,Đắk Lắk,30,25,Mostly Cloudy,0.0
04/04/2021,Đắk Lắk,30,25,Mostly Cloudy,0.55
05/04/2021,Đắk Lắk,31,24,Mostly Cloudy,0.68
06/04/2021,Đắk Lắk,30,24,Mostly Cloudy,0.76
07/04/2021,Đắk Lắk,30,24,Mostly Cloudy,0.76
08/04/2021,Đắk Lắk,30,24,Mostly Cloudy,0.76
09/04/2021,Đắk Lắk,30,25,Mostly Cloudy,0.76
10/04/2021,Đắk Lắk,28,24,Mostly Cloudy,0.86
11/04/2021,Đắk Lắk,29,23,Mostly Cloudy,1.01
12/04/2021,Đắk Lắk,28,25,Mostly Cloudy,0.99
13/04/2021,Đắk Lắk,30,24,Mostly Cloudy,1.01
14/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.01
15/04/2021,Đắk Lắk,30,25,Mostly Cloudy,1.04
16/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.04
17/04/2021,Đắk Lắk,30,25,Mostly Cloudy,1.04
18/04/2021,Đắk Lắk,30,24,Mostly Cloudy,1.04
19/04/2021,Đắk Lắk,30,24,Mostly Cloudy,1.04
20/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.04
21/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.16
22/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.21
23/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.21
24/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.21
25/04/2021,Đắk Lắk,32,26,Mostly Cloudy,1.21
26/04/2021,Đắk Lắk,31,26,Mostly Cloudy,1.21
27/04/2021,Đắk Lắk,31,26,Mostly Cloudy,1.21
28/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.42
29/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.47
30/04/2021,Đắk Lắk,31,25,Mostly Cloudy,1.52
01/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.0
02/03/2021,Đắk Lắk,28,23,Mostly Cloudy,0.0
03/03/2021,Đắk Lắk,28,23,Mostly Cloudy,0.0
04/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.0
05/03/2021,Đắk Lắk,29,22,Mostly Cloudy,0.0
06/03/2021,Đắk Lắk,30,21,Mostly Cloudy,0.0
07/03/2021,Đắk Lắk,29,22,Mostly Cloudy,0.07
08/03/2021,Đắk Lắk,28,23,Mostly Cloudy,0.17
09/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.17
10/03/2021,Đắk Lắk,28,23,Mostly Cloudy,0.17
11/03/2021,Đắk Lắk,28,23,Mostly Cloudy,0.17
12/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.17
13/03/2021,Đắk Lắk,30,22,Mostly Cloudy,0.17
14/03/2021,Đắk Lắk,29,22,Mostly Cloudy,0.17
15/03/2021,Đắk Lắk,28,21,Mostly Cloudy,0.17
16/03/2021,Đắk Lắk,28,22,Mostly Cloudy,0.17
17/03/2021,Đắk Lắk,29,21,Mostly Cloudy,0.17
18/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.2
19/03/2021,Đắk Lắk,30,23,Mostly Cloudy,0.2
20/03/2021,Đắk Lắk,30,24,Mostly Cloudy,0.25
21/03/2021,Đắk Lắk,30,24,Mostly Cloudy,0.25
22/03/2021,Đắk Lắk,29,25,Mostly Cloudy,0.25
23/03/2021,Đắk Lắk,28,24,Mostly Cloudy,0.27
24/03/2021,Đắk Lắk,27,24,Mostly Cloudy,0.45
25/03/2021,Đắk Lắk,29,23,Mostly Cloudy,0.33
26/03/2021,Đắk Lắk,29,24,Mostly Cloudy,0.35
27/03/2021,Đắk Lắk,29,24,Mostly Cloudy,0.38
28/03/2021,Đắk Lắk,30,23,Mostly Cloudy,0.38
29/03/2021,Đắk Lắk,30,23,Mostly Cloudy,0.4
30/03/2021,Đắk Lắk,31,23,Mostly Cloudy,0.4
31/03/2021,Đắk Lắk,31,23,Mostly Cloudy,0.4
01/02/2021,Đắk Lắk,27,21,Fair,0.0
02/02/2021,Đắk Lắk,27,21,Fair,0.0
03/02/2021,Đắk Lắk,26,22,Fair,0.02
04/02/2021,Đắk Lắk,27,22,Fair,0.02
05/02/2021,Đắk Lắk,27,22,Fair,0.02
06/02/2021,Đắk Lắk,27,21,Fair,0.02
07/02/2021,Đắk Lắk,27,22,Fair,0.05
08/02/2021,Đắk Lắk,28,23,Fair,0.1
09/02/2021,Đắk Lắk,28,23,Fair,0.1
10/02/2021,Đắk Lắk,27,23,Fair,0.1
11/02/2021,Đắk Lắk,26,22,Fair,0.12
12/02/2021,Đắk Lắk,26,20,Fair,0.12
13/02/2021,Đắk Lắk,26,20,Fair,0.12
14/02/2021,Đắk Lắk,26,18,Fair,0.12
15/02/2021,Đắk Lắk,26,18,Fair,0.12
16/02/2021,Đắk Lắk,26,18,Fair,0.12
17/02/2021,Đắk Lắk,27,19,Fair,0.12
18/02/2021,Đắk Lắk,27,21,Fair,0.12
19/02/2021,Đắk Lắk,26,22,Fair,0.17
20/02/2021,Đắk Lắk,26,21,Fair,0.17
21/02/2021,Đắk Lắk,26,20,Fair,0.17
22/02/2021,Đắk Lắk,27,18,Fair,0.17
23/02/2021,Đắk Lắk,27,19,Fair,0.17
24/02/2021,Đắk Lắk,27,20,Fair,0.17
25/02/2021,Đắk Lắk,27,20,Fair,0.17
26/02/2021,Đắk Lắk,28,21,Fair,0.17
27/02/2021,Đắk Lắk,28,21,Fair,0.17
28/02/2021,Đắk Lắk,28,23,Fair,0.2
01/01/2021,Đắk Lắk,23,22,Cloudy,0.17
02/01/2021,Đắk Lắk,25,22,Cloudy,1.7
03/01/2021,Đắk Lắk,26,22,Cloudy,1.93
04/01/2021,Đắk Lắk,25,23,Cloudy,2.56
05/01/2021,Đắk Lắk,26,23,Cloudy,2.61
06/01/2021,Đắk Lắk,25,23,Cloudy,3.12
07/01/2021,Đắk Lắk,27,23,Cloudy,3.12
08/01/2021,Đắk Lắk,26,23,Cloudy,3.12
09/01/2021,Đắk Lắk,26,23,Cloudy,3.17
10/01/2021,Đắk Lắk,26,22,Cloudy,3.2
11/01/2021,Đắk Lắk,26,22,Cloudy,3.2
12/01/2021,Đắk Lắk,23,20,Cloudy,3.22
13/01/2021,Đắk Lắk,25,20,Cloudy,3.22
14/01/2021,Đắk Lắk,25,18,Cloudy,3.22
15/01/2021,Đắk Lắk,27,18,Cloudy,3.22
16/01/2021,Đắk Lắk,27,20,Cloudy,3.22
17/01/2021,Đắk Lắk,26,21,Cloudy,3.22
18/01/2021,Đắk Lắk,25,21,Cloudy,3.22
19/01/2021,Đắk Lắk,25,21,Cloudy,3.42
20/01/2021,Đắk Lắk,27,21,Cloudy,3.42
21/01/2021,Đắk Lắk,27,22,Cloudy,3.42
22/01/2021,Đắk Lắk,28,22,Cloudy,3.42
23/01/2021,Đắk Lắk,27,22,Cloudy,3.42
24/01/2021,Đắk Lắk,27,21,Cloudy,3.42
25/01/2021,Đắk Lắk,27,21,Cloudy,3.42
26/01/2021,Đắk Lắk,28,21,Cloudy,3.42
27/01/2021,Đắk Lắk,26,22,Cloudy,3.83
28/01/2021,Đắk Lắk,27,22,Cloudy,3.83
29/01/2021,Đắk Lắk,26,22,Cloudy,3.86
30/01/2021,Đắk Lắk,27,21,Cloudy,3.86
31/01/2021,Đắk Lắk,26,21,Cloudy,3.86
01/12/2020,Đắk Lắk,27,22,Light Rain,0.58
02/12/2020,Đắk Lắk,27,23,Light Rain,0.6
03/12/2020,Đắk Lắk,27,23,Light Rain,0.6
04/12/2020,Đắk Lắk,27,21,Light Rain,0.6
05/12/2020,Đắk Lắk,27,23,Light Rain,0.63
06/12/2020,Đắk Lắk,27,23,Light Rain,0.66
07/12/2020,Đắk Lắk,25,22,Light Rain,0.81
08/12/2020,Đắk Lắk,26,24,Light Rain,1.16
09/12/2020,Đắk Lắk,27,23,Light Rain,2.43
10/12/2020,Đắk Lắk,27,23,Light Rain,2.43
11/12/2020,Đắk Lắk,27,24,Light Rain,2.43
12/12/2020,Đắk Lắk,28,24,Light Rain,2.43
13/12/2020,Đắk Lắk,29,23,Light Rain,2.43
14/12/2020,Đắk Lắk,28,24,Light Rain,2.43
15/12/2020,Đắk Lắk,27,25,Light Rain,2.43
16/12/2020,Đắk Lắk,26,23,Light Rain,2.46
17/12/2020,Đắk Lắk,26,24,Light Rain,2.48
18/12/2020,Đắk Lắk,26,23,Light Rain,2.51
19/12/2020,Đắk Lắk,25,23,Light Rain,2.51
19/12/2020,Đắk Lắk,25,23,Light Rain,2.51
21/12/2020,Đắk Lắk,26,23,Light Rain,2.51
22/12/2020,Đắk Lắk,25,22,Light Rain,3.22
23/12/2020,Đắk Lắk,25,22,Light Rain,5.25
24/12/2020,Đắk Lắk,26,22,Light Rain,5.3
25/12/2020,Đắk Lắk,26,23,Light Rain,5.35
26/12/2020,Đắk Lắk,28,23,Light Rain,5.35
27/12/2020,Đắk Lắk,28,22,Light Rain,5.35
28/12/2020,Đắk Lắk,28,23,Light Rain,5.35
29/12/2020,Đắk Lắk,29,22,Light Rain,5.35
30/12/2020,Đắk Lắk,27,23,Light Rain,5.38
30/12/2020,Đắk Lắk,24,22,Light Rain,5.53
01/11/2020,Đắk Lắk,30,25,Cloudy,0.0
02/11/2020,Đắk Lắk,30,25,Cloudy,0.0
03/11/2020,Đắk Lắk,30,24,Cloudy,0.0
04/11/2020,Đắk Lắk,31,25,Cloudy,0.02
05/11/2020,Đắk Lắk,32,25,Cloudy,0.55
06/11/2020,Đắk Lắk,30,26,Cloudy,0.55
07/11/2020,Đắk Lắk,30,25,Cloudy,0.55
08/11/2020,Đắk Lắk,30,25,Cloudy,0.55
09/11/2020,Đắk Lắk,28,23,Cloudy,3.86
10/11/2020,Đắk Lắk,26,22,Cloudy,9.88
11/11/2020,Đắk Lắk,29,23,Cloudy,9.9
12/11/2020,Đắk Lắk,28,24,Cloudy,10.03
13/11/2020,Đắk Lắk,30,23,Cloudy,10.03
14/11/2020,Đắk Lắk,31,25,Cloudy,10.03
15/11/2020,Đắk Lắk,31,26,Cloudy,10.03
16/11/2020,Đắk Lắk,30,26,Cloudy,10.03
17/11/2020,Đắk Lắk,30,25,Cloudy,10.03
18/11/2020,Đắk Lắk,30,25,Cloudy,10.03
19/11/2020,Đắk Lắk,30,25,Cloudy,10.03
20/11/2020,Đắk Lắk,30,25,Cloudy,10.03
21/11/2020,Đắk Lắk,31,25,Cloudy,10.03
22/11/2020,Đắk Lắk,30,25,Cloudy,10.03
23/11/2020,Đắk Lắk,30,25,Cloudy,10.03
24/11/2020,Đắk Lắk,29,25,Cloudy,10.03
25/11/2020,Đắk Lắk,30,25,Cloudy,10.03
26/11/2020,Đắk Lắk,30,25,Cloudy,10.03
27/11/2020,Đắk Lắk,28,25,Cloudy,10.03
28/11/2020,Đắk Lắk,27,24,Cloudy,10.33
28/11/2020,Đắk Lắk,26,23,Cloudy,16.43
30/11/2020,Đắk Lắk,26,23,Cloudy,22.86
01/10/2020,Đắk Lắk,32,25,Cloudy,0.0
02/10/2020,Đắk Lắk,32,26,Cloudy,0.02
03/10/2020,Đắk Lắk,32,26,Cloudy,0.02
04/10/2020,Đắk Lắk,32,26,Cloudy,0.02
05/10/2020,Đắk Lắk,31,26,Cloudy,0.55
06/10/2020,Đắk Lắk,30,25,Cloudy,2.81
07/10/2020,Đắk Lắk,30,25,Cloudy,10.16
08/10/2020,Đắk Lắk,31,26,Cloudy,11.5
09/10/2020,Đắk Lắk,30,25,Cloudy,13.46
10/10/2020,Đắk Lắk,30,25,Cloudy,13.86
11/10/2020,Đắk Lắk,32,25,Cloudy,29.08
12/10/2020,Đắk Lắk,31,25,Cloudy,29.15
13/10/2020,Đắk Lắk,31,24,Cloudy,29.66
14/10/2020,Đắk Lắk,30,25,Cloudy,32.63
15/10/2020,Đắk Lắk,31,25,Cloudy,32.84
16/10/2020,Đắk Lắk,29,25,Cloudy,39.95
17/10/2020,Đắk Lắk,30,25,Cloudy,42.01
18/10/2020,Đắk Lắk,31,25,Cloudy,42.69
19/10/2020,Đắk Lắk,31,25,Cloudy,44.06
20/10/2020,Đắk Lắk,31,25,Cloudy,44.11
21/10/2020,Đắk Lắk,29,25,Cloudy,44.29
22/10/2020,Đắk Lắk,31,24,Cloudy,44.29
23/10/2020,Đắk Lắk,30,25,Cloudy,44.29
24/10/2020,Đắk Lắk,30,25,Cloudy,44.29
25/10/2020,Đắk Lắk,30,25,Cloudy,44.29
26/10/2020,Đắk Lắk,30,25,Cloudy,44.29
27/10/2020,Đắk Lắk,30,25,Cloudy,44.34
28/10/2020,Đắk Lắk,31,25,Cloudy,44.32
29/10/2020,Đắk Lắk,31,24,Cloudy,44.32
30/10/2020,Đắk Lắk,31,25,Cloudy,44.32
31/10/2020,Đắk Lắk,28,25,Cloudy,44.65
01/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.0
02/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.05
03/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.05
04/09/2020,Đắk Lắk,35,25,Mostly Cloudy,0.05
05/09/2020,Đắk Lắk,34,26,Mostly Cloudy,0.05
06/09/2020,Đắk Lắk,34,27,Mostly Cloudy,0.15
07/09/2020,Đắk Lắk,34,27,Mostly Cloudy,0.15
08/09/2020,Đắk Lắk,34,27,Mostly Cloudy,0.15
09/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.15
10/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.15
11/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.15
12/09/2020,Đắk Lắk,33,27,Mostly Cloudy,0.15
13/09/2020,Đắk Lắk,33,26,Mostly Cloudy,0.15
14/09/2020,Đắk Lắk,33,26,Mostly Cloudy,0.15
15/09/2020,Đắk Lắk,33,26,Mostly Cloudy,0.15
16/09/2020,Đắk Lắk,34,27,Mostly Cloudy,0.15
17/09/2020,Đắk Lắk,31,26,Mostly Cloudy,0.63
18/09/2020,Đắk Lắk,34,26,Mostly Cloudy,1.47
19/09/2020,Đắk Lắk,32,26,Mostly Cloudy,2.54
20/09/2020,Đắk Lắk,32,26,Mostly Cloudy,2.54
21/09/2020,Đắk Lắk,33,26,Mostly Cloudy,2.54
22/09/2020,Đắk Lắk,33,27,Mostly Cloudy,2.54
23/09/2020,Đắk Lắk,33,26,Mostly Cloudy,2.54
24/09/2020,Đắk Lắk,32,26,Mostly Cloudy,2.56
25/09/2020,Đắk Lắk,33,26,Mostly Cloudy,2.69
26/09/2020,Đắk Lắk,31,25,Mostly Cloudy,2.69
27/09/2020,Đắk Lắk,31,25,Mostly Cloudy,2.71
28/09/2020,Đắk Lắk,32,25,Mostly Cloudy,2.71
29/09/2020,Đắk Lắk,32,26,Mostly Cloudy,2.71
30/09/2020,Đắk Lắk,34,26,Mostly Cloudy,2.76
01/08/2020,Đắk Lắk,33,26,Partly Cloudy,0.07
02/08/2020,Đắk Lắk,35,27,Partly Cloudy,0.27
03/08/2020,Đắk Lắk,33,27,Partly Cloudy,1.54
04/08/2020,Đắk Lắk,34,27,Partly Cloudy,1.57
05/08/2020,Đắk Lắk,33,27,Partly Cloudy,1.62
06/08/2020,Đắk Lắk,31,26,Partly Cloudy,1.7
07/08/2020,Đắk Lắk,30,26,Partly Cloudy,1.75
08/08/2020,Đắk Lắk,32,25,Partly Cloudy,3.93
09/08/2020,Đắk Lắk,32,25,Partly Cloudy,3.93
10/08/2020,Đắk Lắk,35,27,Partly Cloudy,3.93
11/08/2020,Đắk Lắk,33,27,Partly Cloudy,3.93
12/08/2020,Đắk Lắk,33,27,Partly Cloudy,4.01
13/08/2020,Đắk Lắk,31,27,Partly Cloudy,5.05
14/08/2020,Đắk Lắk,32,26,Partly Cloudy,5.05
15/08/2020,Đắk Lắk,32,26,Partly Cloudy,5.05
16/08/2020,Đắk Lắk,33,26,Partly Cloudy,5.08
17/08/2020,Đắk Lắk,33,26,Partly Cloudy,5.08
18/08/2020,Đắk Lắk,33,26,Partly Cloudy,5.23
19/08/2020,Đắk Lắk,32,26,Partly Cloudy,5.38
20/08/2020,Đắk Lắk,31,26,Partly Cloudy,5.63
21/08/2020,Đắk Lắk,32,26,Partly Cloudy,5.63
22/08/2020,Đắk Lắk,33,25,Partly Cloudy,5.63
23/08/2020,Đắk Lắk,33,27,Partly Cloudy,5.63
24/08/2020,Đắk Lắk,33,26,Partly Cloudy,5.63
25/08/2020,Đắk Lắk,35,27,Partly Cloudy,5.66
26/08/2020,Đắk Lắk,35,27,Partly Cloudy,5.66
27/08/2020,Đắk Lắk,35,27,Partly Cloudy,5.66
28/08/2020,Đắk Lắk,35,27,Partly Cloudy,5.66
29/08/2020,Đắk Lắk,34,27,Partly Cloudy,5.66
30/08/2020,Đắk Lắk,35,27,Partly Cloudy,5.66
31/08/2020,Đắk Lắk,33,27,Partly Cloudy,5.66
01/07/2020,Đắk Lắk,32,26,Mostly Cloudy,0.0
02/07/2020,Đắk Lắk,34,27,Mostly Cloudy,0.0
03/07/2020,Đắk Lắk,32,27,Mostly Cloudy,0.05
04/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.05
05/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.05
06/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.05
07/07/2020,Đắk Lắk,34,27,Mostly Cloudy,0.05
08/07/2020,Đắk Lắk,34,26,Mostly Cloudy,0.05
