,article_link,headline,posted_at,is_sarcastic
1142,https://babylonbee.com/news/after-wiping-out-half-the-universe-thanos-calls-for-unity,"After Wiping Out Half The Universe, Thanos Calls For Unity","November 10th, 2020",1
1143,https://babylonbee.com/news/in-victory-speech-biden-assures-americans-elections-were-mostly-legitimate,"In Victory Speech, Biden Assures Americans Elections Were 'Mostly Legitimate'","November 9th, 2020",1
1144,https://babylonbee.com/news/oregon-first-state-to-stanardize-common-core-meth,Oregon Becomes First State To Standardize Common Core Meth,"November 9th, 2020",1
1145,https://babylonbee.com/news/trump-quickly-identifies-as-woman-so-kamala-harris-cant-claim-to-be-the-first-female-president,Trump Quickly Identifies As Woman So Kamala Harris Can't Claim To Be The First Female President,"November 9th, 2020",1
1146,https://babylonbee.com/news/study-finds-connection-between-getting-your-way-politically-and-calling-for-unity,Study Finds Connection Between Getting Your Way And Calling For Unity,"November 9th, 2020",1
1147,https://babylonbee.com/news/journalists-switch-from-offense-to-defense,Journalists Switch From Offense To Defense,"November 9th, 2020",1
1148,https://babylonbee.com/news/oops-tragedy-strikes-as-kamala-throws-biden-a-surprise-victory-party,Oops! Tragedy Strikes As Kamala Throws Biden A Surprise Victory Party,"November 9th, 2020",1
1149,https://babylonbee.com/news/pandemic-officially-over,Pandemic Officially Over,"November 8th, 2020",1
1150,https://babylonbee.com/news/here-are-some-of-bidens-anticipated-cabinet-picks,Here Is A Top-Secret List Of Biden's Anticipated Cabinet Picks,"November 8th, 2020",1
1151,https://babylonbee.com/news/unclear-who-christians-are-worshiping-this-morning-after-trump-loss,Unclear Who Christians Are Worshiping This Morning After Trump Loss,"November 8th, 2020",1
1152,https://babylonbee.com/news/party-against-fascism-begins-creating-lists-of-undesirables,Party Against Fascism Begins Creating Lists Of Undesirables,"November 7th, 2020",1
1153,https://babylonbee.com/news/bnn-100-accurate-election-winner-special,BNN 100% Accurate Election Winner Special,"November 7th, 2020",1
1154,https://babylonbee.com/news/trump-locks-himself-in-oval-office-swallows-key,"Trump Locks Himself In Oval Office, Swallows Key","November 7th, 2020",1
1155,https://babylonbee.com/news/biden-surprised-to-learn-he-won-was-running-for-president,Biden Surprised To Learn He Was Running For President,"November 7th, 2020",1
1156,https://babylonbee.com/news/kamala-harris-wins-2020-election,Kamala Harris Wins 2020 Election,"November 7th, 2020",1
1157,https://babylonbee.com/news/biden-sniffs-victory,Biden Sniffs Victory,"November 7th, 2020",1
1158,https://babylonbee.com/news/69-million-trump-supporters-take-to-streets-to-go-to-work-like-usual,74 Million Trump Supporters Take To Streets To Drive To Work And Go About Their Lives As Normal,"November 6th, 2020",1
1159,https://babylonbee.com/news/in-apparent-glitch-voting-machines-switch-votes-to-biden-and-electrocute-trump-supporters-to-death,"In Apparent Glitch, Voting Machines Hunt Down And Murder Trump Supporters","November 6th, 2020",1
1160,https://babylonbee.com/news/rioters-demand-a-recount,Rioters Demand A Recount,"November 6th, 2020",1
1161,https://babylonbee.com/news/late-night-hosts-getting-worried-theyll-have-to-come-up-with-a-new-joke-next-year,Late Night Hosts Starting To Worry They'll Have To Come Up With A New Joke Next Year,"November 6th, 2020",1
1162,https://babylonbee.com/news/trump-dons-purple-wig-and-names-himself-leader-of-the-resistance,Trump Dons Purple Wig And Names Himself Leader Of The Resistance,"November 6th, 2020",1
1163,https://babylonbee.com/news/fox-news-preemptively-calls-arizona-for-biden-in-2024,Fox News Preemptively Calls Arizona For Biden In 2024,"November 6th, 2020",1
1164,https://babylonbee.com/news/hillary-clinton-trump-must-concede-and-stop-fueling-conspiracy-theories-about-an-unfair-election,Hillary Clinton: 'Trump Must Stop Fueling Dangerous Conspiracy Theories About Our Elections Being Unfair',"November 6th, 2020",1
1165,https://babylonbee.com/news/everyone-who-was-completely-wrong-about-election-day-ready-to-explain-what-happens-next,Everyone Who Was Completely Wrong About Election Day Ready To Explain What Happens Next,"November 5th, 2020",1
1166,https://babylonbee.com/news/jesus-fines-blind-man-for-not-having-health-insurance,Jesus Fines Blind Man For Not Having Health Insurance,"November 5th, 2020",1
1167,https://babylonbee.com/news/democrats-announce-plan-to-win-back-hispanics-by-playing-despacito-even-louder,Democrats Announce Plan To Win Back Hispanics By Playing Despacito Even Louder,"November 5th, 2020",1
1168,https://babylonbee.com/news/biden-campaign-reveals-his-dying-wish-is-to-be-elected-president,Biden Campaign Reveals His Dying Wish Is To Be Elected President,"November 5th, 2020",1
1169,https://babylonbee.com/news/trump-sharpens-wooden-stake-to-take-down-the-count,Trump Sharpens Wooden Stake To Take Down The Count,"November 5th, 2020",1
1170,https://babylonbee.com/news/experts-call-for-15-days-of-counting-to-flatten-the-curve-of-votes-for-trump,Experts Call For 15 Days Of Counting To Flatten The Curve Of Votes For Trump,"November 5th, 2020",1
1171,https://babylonbee.com/news/wifes-side-of-the-bed-obviously-gerrymandered,Wife's Side Of The Bed Obviously Gerrymandered,"November 5th, 2020",1
1172,https://babylonbee.com/news/study-finds-babylon-bee-more-accurate-than-100-of-pollsters,Study Finds Babylon Bee More Accurate Than 100% Of Pollsters,"November 5th, 2020",1
1173,https://babylonbee.com/news/rioters-patiently-wait-for-all-the-votes-to-be-counted,Rioters Patiently Wait For All The Votes To Be Counted,"November 4th, 2020",1
1174,https://babylonbee.com/news/america-collapses-after-encountering-fatal-flaw-counting,America Collapses After Encountering Fatal Flaw: Counting,"November 4th, 2020",1
1175,https://babylonbee.com/news/cnn-claims-their-polls-were-correct-but-everyone-voted-wrong,"Pollsters Claim Their Polls Were 100% Correct, But Everyone Voted Wrong","November 4th, 2020",1
1176,https://babylonbee.com/news/report-hispanics-werent-sure-who-dems-were-talking-to-when-they-kept-addressing-latinx-people,Report: Hispanics Weren't Sure Who Dems Were Talking To When They Kept Addressing 'Latinx' People,"November 4th, 2020",1
1177,https://babylonbee.com/news/trump-tweet-reading-good-morning-america-labeled-as-misinformation,"Trump Tweet Reading 'Good Morning, America!' Labeled As Misinformation","November 4th, 2020",1
1178,https://babylonbee.com/news/wisconsin-boasts-3000-voter-turnout,Wisconsin Boasts 3000% Voter Turnout,"November 4th, 2020",1
1179,https://babylonbee.com/news/with-hispanics-leaning-republican-democrats-now-calling-for-a-southern-border-wall,"With Hispanics Leaning Republican, Democrats Begin Calling For A Southern Border Wall","November 4th, 2020",1
1180,https://babylonbee.com/news/reminder-election-was-yesterday,Reminder: Election Was Yesterday,"November 4th, 2020",1
1181,https://babylonbee.com/news/miracle-ballot-counter-turns-5-votes-for-biden-into-5000,"Miracle: Ballot Counter Turns 5 Biden Votes Into 5,000","November 4th, 2020",1
1182,https://babylonbee.com/news/fox-news-calls-arizona-for-biden-after-1-vote-counted,Fox News Calls Arizona For Biden After 1 Vote Counted,"November 4th, 2020",1
1183,https://babylonbee.com/news/cnn-cautious-to-call-florida-for-trump-until-theyve-run-it-by-president-xi,CNN Refuses To Call Florida For Trump Until They've Run It By President Xi,"November 4th, 2020",1
1184,https://babylonbee.com/news/california-now-worlds-1-exporter-of-bad-ideas,California Now World's Leading Exporter Of Terrible Government Policies,"November 3rd, 2020",1
1185,https://babylonbee.com/news/report-tallying-votes-could-take-weeks-thanks-to-common-core-counting-method,Report: Tallying Votes Could Take Weeks Thanks To Common Core Counting Method,"November 3rd, 2020",1
1186,https://babylonbee.com/news/catholic-church-provides-handy-confessionals-outside-polling-places-so-you-can-confess-if-you-voted-for-a-candidate-who-supports-abortion,Confessionals Installed Outside Polling Places So Catholics Can Confess Sin Of Voting For A Pro-Abortion Candidate,"November 3rd, 2020",1
1187,https://babylonbee.com/news/mitch-mcconnell-celebrates-victory,Mitch McConnell Celebrates Victory,"November 3rd, 2020",1
1188,https://babylonbee.com/news/liquor-stores-win-the-2020-election,Liquor Stores Win The 2020 Election,"November 3rd, 2020",1
1189,https://babylonbee.com/news/biden-tells-aides-to-wake-him-up-when-results-start-coming-in,Biden Tells Aides To Wake Him Up When Results Start Coming In,"November 3rd, 2020",1
1190,https://babylonbee.com/news/new-extreme-voting-lets-enthusiastic-voters-crawl-through-actual-broken-glass-to-vote-for-trump,New Extreme Polling Location Lets Trump Fans Crawl Over Actual Broken Glass To Vote,"November 3rd, 2020",1
1191,https://babylonbee.com/news/nation-doesnt-care-who-wins-just-excited-not-to-see-facebook-voting-notifications-for-a-while,"Nation Doesn't Care Who Wins, Just Excited Not To See Facebook Voting Notifications For A While","November 3rd, 2020",1
1192,https://babylonbee.com/news/man-stands-in-long-line-run-by-government-to-vote-for-government-to-run-his-healthcare,Man Stands In Long Line Run By Government To Vote For Government To Run His Healthcare,"November 3rd, 2020",1
1193,https://babylonbee.com/news/saving-on-postage-man-just-puts-his-third-party-vote-for-president-right-into-the-garbage,"Life Hack: If You're Voting Third-Party, Save On Postage By Throwing Your Ballot Directly In The Trash","November 3rd, 2020",1
1194,https://babylonbee.com/news/first-election-results-roll-in-as-beijing-called-for-biden,News Outlets Now Calling Beijing For Biden,"November 3rd, 2020",1
1195,https://babylonbee.com/news/trump-makes-last-minute-appeal-with-nunchuck-demonstration,Trump Makes Final Appeal To Voters By Demonstrating His Nunchuck Skills,"November 3rd, 2020",1
1196,https://babylonbee.com/news/democrats-buying-weapons-in-record-numbers-to-protect-themselves-from-democrats,Democrats Buying Weapons In Record Numbers To Protect Themselves From Democrats,"November 3rd, 2020",1
1197,https://babylonbee.com/news/cnn-the-winner-of-the-election-will-be-impossible-to-call-on-election-day-unless-biden-is-ahead,CNN Promises Not To Call The Race Unless Biden Is Ahead,"November 3rd, 2020",1
1198,https://babylonbee.com/news/trump-lures-progressive-voters-away-from-polling-places-by-setting-up-statues-of-columbus,Trump Lures Progressive Voters Away From Polling Places By Setting Up Statues Of Columbus,"November 2nd, 2020",1
1199,https://babylonbee.com/news/kamala-harris-denies-being-a-communist-despite-tweet-reading-workers-of-the-world-unite,"Kamala Harris Suspected Of Being A Communist Due To Tweet Reading 'Workers Of The World, Unite!'","November 2nd, 2020",1
1200,https://babylonbee.com/news/sat-now-just-a-single-page-requiring-you-to-draw-devil-horns-on-a-picture-of-trump,SAT Now Just A Single Page Requiring You To Draw Devil Horns On A Picture Of Trump,"November 2nd, 2020",1
1201,https://babylonbee.com/news/snopes-rates-bidens-claim-that-he-has-best-strategy-to-mobilize-trunalimunumaprzure-as-mostlytrue,Snopes Rates Biden's Claim That He Has Best Strategy To Mobilize Trunalimunumaprzure As 'Mostly True',"November 2nd, 2020",1
1202,https://babylonbee.com/news/election-outcome-predicted-to-have-no-effect-on-eternity,Election Outcome Predicted To Have No Major Effect On Eternity,"November 2nd, 2020",1
1203,https://babylonbee.com/news/biden-car-parade-just-lone-prius-driving-down-abandoned-highway,Biden Car Parade Just Lone Prius Driving Down Abandoned Highway,"November 2nd, 2020",1
1204,https://babylonbee.com/news/trump-rams-biden-harris-bus-off-highway-in-presidential-war-rig,Trump Rams Biden-Harris Bus Off Highway In Presidential War Rig,"November 2nd, 2020",1
1205,https://babylonbee.com/news/pentecostals-lean-toward-biden-after-he-speaks-in-incomprehensible-sentences,Biden Polling Well Among Pentecostals After He Speaks In Tongues,"November 2nd, 2020",1
1206,https://babylonbee.com/news/2020-election-roundup-trump-v-biden,Trump Vs Biden: The Babylon Bee's Top Articles From The 2020 Election,"November 1st, 2020",1
1207,https://babylonbee.com/news/classic-prankster-acb-frightens-republican-colleagues-by-dressing-up-as-nancy-pelosi-for-halloween,Classic Prankster: ACB Frightens Republican Colleagues By Dressing Up As Nancy Pelosi For Halloween,"November 1st, 2020",1
1208,https://babylonbee.com/news/antifa-celebrates-halloween-by-going-door-to-door-brick-or-beating,Antifa Celebrates Halloween With Fun Evening Of Brick-Or-Beating,"October 31st, 2020",1
1209,https://babylonbee.com/news/polling-places-now-offering-basins-of-water,Polling Places Now Offering Basins Of Water So You Can Wash Your Hands Like Pontius Pilate,"October 31st, 2020",1
1210,https://babylonbee.com/news/business-owners-boarding-up-in-preparation-for-onslaught-of-peaceful-protests,Business Owners Boarding Up In Case Party Of Love And Tolerance Loses,"October 31st, 2020",1
1211,https://babylonbee.com/news/the-2020-election-roundup,2020 Election Roundup: The Insane Democratic Primary,"October 31st, 2020",1
1212,https://babylonbee.com/news/senator-asks-mark-zuckerberg-why-he-didnt-write-on-his-wall-on-his-birthday,Lindsey Graham Asks Mark Zuckerberg Why He Didn't Write On His Wall On His Birthday,"October 30th, 2020",1
1213,https://babylonbee.com/news/trump-aides-beg-him-to-call-a-lid-after-he-drinks-45-cups-of-coffee-and-campaigns-for-187-hours-straight,Trump Aides Beg Him To Call A Lid After He Drinks 45 Cups Of Coffee And Campaigns For 237 Hours Straight,"October 30th, 2020",1
1214,https://babylonbee.com/news/acb-creates-chore-chart-to-bring-order-to-the-court,ACB Hangs Up Sticker Chart To Help The Justices Remember Their Daily Chores,"October 30th, 2020",1
1215,https://babylonbee.com/news/fbi-investigating-threats-by-rian-johnson-to-direct-an-episode-of-the-mandalorian,FBI Uncovers Plot By Rian Johnson To Direct An Episode Of The Mandalorian,"October 30th, 2020",1
1216,https://babylonbee.com/news/democrat-just-handing-out-extra-ballots-to-trick-or-treaters,Democrats Hand Out Extra Ballots To Trick-Or-Treaters,"October 30th, 2020",1
1217,https://babylonbee.com/news/chelsea-handler-patrols-polling-places-to-make-sure-no-black-people-are-voting-for-trump,Chelsea Handler Patrols Polling Places To Make Sure No Black People Are Voting For Trump,"October 30th, 2020",1
1218,https://babylonbee.com/news/trump-press-conference-just-all-about-his-cool-new-calculator-watch,Trump Holds Press Conference To Announce He Got Cool New Calculator Watch,"October 29th, 2020",1
1219,https://babylonbee.com/news/here-are-the-17-scotus-decisions-handed-down-since-acb-was-sworn-in,Frightening: Here Are The 23 SCOTUS Decisions Handed Down Since ACB Was Sworn In,"October 29th, 2020",1
1220,https://babylonbee.com/news/op-ed-we-must-stop-the-corrupt-old-rich-white-man-by-electing-a-different-corrupt-old-rich-white-man,"Op-Ed: We Must Stop The Old, Incoherent, Corrupt White Man By Electing A Different Old, Incoherent, Corrupt White Man","October 29th, 2020",1
1221,https://babylonbee.com/news/girl-scouts-introduce-peaceful-protest-badge-for-girls-who-throw-their-first-molotov-cocktail,Girl Scouts Introduce 'Peaceful Protest' Badge For Girls Who Throw Their First Molotov Cocktail,"October 29th, 2020",1
1222,https://babylonbee.com/news/apostle-peter-accused-of-holding-super-spreader-event-on-day-of-pentecost,Apostle Peter Accused Of Holding Super Spreader Event On Day Of Pentecost,"October 29th, 2020",1
1223,https://babylonbee.com/news/ups-driver-who-lost-biden-documents-revealed-to-be-hillary-clinton,Report: Hunter Biden Documents Were Lost By Jewish-American UPS Driver Hillzekiah Clintonstein,"October 29th, 2020",1
1224,https://babylonbee.com/news/anonymous-top-level-trump-official-revealed-to-be-jussie,Anonymous Top-Level White House Official Revealed To Be Jussie Smollett,"October 29th, 2020",1
1225,https://babylonbee.com/news/aides-forced-to-cut-mitch-mcconnell-out-of-six-pack-plastic-rings-again,Aides Forced To Cut Mitch McConnell Out Of Six-Pack Of Plastic Rings Again,"October 28th, 2020",1
1226,https://babylonbee.com/news/jack-dorsey-hires-san-francisco-area-hobo-to-fill-in-for-him-at-hearings,Jack Dorsey Hires Homeless Man Off Streets Of San Francisco To Fill In For Him At Hearings,"October 28th, 2020",1
1227,https://babylonbee.com/news/senators-accidentally-call-tom-from-myspace,Awkward: Senate Committee On Big Tech Accidentally Video-Calls Tom From Myspace,"October 28th, 2020",1
1228,https://babylonbee.com/news/record-breaking-800-million-americans-expected-to-vote-in-2020-election,Record-Breaking 800 Million Americans Expected To Vote In 2020 Election,"October 28th, 2020",1
1229,https://babylonbee.com/news/certain-of-victory-biden-reveals-plans-for-oval-basement,Biden Campaign Reveals Plans For Oval Basement,"October 28th, 2020",1
1230,https://babylonbee.com/news/ben-shapiros-voice-now-available-for-your-gps-unit,Ben Shapiro's Voice Now Available For Your GPS,"October 28th, 2020",1
1231,https://babylonbee.com/news/man-protests-racial-injustice-completes-christmas-shopping-in-one-trip,"Two Birds With One Stone: Man Protests Racial Injustice, Completes Christmas Shopping In One Trip","October 28th, 2020",1
1232,https://babylonbee.com/news/we-were-warned-scotus-rules-6-3-that-voting-against-president-trump-is-unconstitutional,We Were Warned: SCOTUS Rules 6-3 That Voting For Biden Is Unconstitutional,"October 27th, 2020",1
1233,https://babylonbee.com/news/supreme-court-installs-garage-door-so-acb-can-stop-in-and-hear-arguments-while-on-way-to-drop-kids-off-at-soccer-practice,SCOTUS Installs Garage Door So ACB Can Stop In And Hear Arguments Before Dropping Kids Off At Soccer Practice,"October 27th, 2020",1
1234,https://babylonbee.com/news/new-york-governor-demands-accountability-for-whoever-is-mismanaging-new-york,New York Governor Demands Accountability For Whoever Is Mismanaging New York,"October 27th, 2020",1
1235,https://babylonbee.com/news/aoc-calls-for-doubling-the-size-of-the-court-by-adding-3-judges,AOC Calls For Doubling The Size Of The Court By Adding 3 Judges,"October 27th, 2020",1
1236,https://babylonbee.com/news/supreme-court-runner-up-merrick-garland-secures-gig-on-dancing-with-the-stars,Supreme Court Runner-Up Merrick Garland Secures Gig On Dancing With The Stars,"October 27th, 2020",1
1237,https://babylonbee.com/news/cnn-mourns-acb-confirmation-by-flying-chinese-flag-at-half-mast,CNN Mourns ACB Confirmation By Flying Chinese Flag At Half-Mast,"October 27th, 2020",1
1238,https://babylonbee.com/news/with-moon-water-announcement-trump-proposes-space-navy,"With Moon Water Announcement, Trump Proposes Space Navy","October 27th, 2020",1
1239,https://babylonbee.com/news/newly-sworn-in-acb-immediately-orders-all-nations-women-to-wear-handmaids-outfit,Newly Sworn-In ACB Immediately Orders All Nation's Women To Wear Handmaid's Outfit,"October 26th, 2020",1
1240,https://babylonbee.com/news/kavanaugh-empties-keg-of-beer-on-acbs-head-in-celebration,Kavanaugh Empties Keg Of Beer On ACB's Head In Celebration,"October 26th, 2020",1
1241,https://babylonbee.com/news/cheers-heard-coming-from-nations-wombs-as-acb-confirmed,Cheers Go Up From Nation's Unborn Babies As ACB Confirmed,"October 26th, 2020",1
1242,https://babylonbee.com/news/babylon-mom-heres-a-recipe-for-the-best-gluten-free-banana-bread-but-first-some-endless-backstory,"Babylon Mom: Here’s A Recipe For The Best Gluten-Free Banana Bread —But First, Some Endless Backstory","October 26th, 2020",1
1243,https://babylonbee.com/news/kamala-harriss-cackle-to-be-played-over-hells-loudspeakers-for-all-eternity,Kamala Harris's Cackle To Be Played Over Hell's Loudspeakers For All Eternity,"October 26th, 2020",1
1244,https://babylonbee.com/news/after-thanksgiving-banned-californians-plan-black-lives-matter-turkey-barbecues-for-november-26,"After Thanksgiving Banned, Californians To Hold Turkey Barbecues In Honor Of Black Lives Matter On November 26","October 26th, 2020",1
1245,https://babylonbee.com/news/chick-fil-a-accused-of-chicken-sandwich-suppression-for-long-drive-thru-line,Chick-Fil-A Accused Of Chicken Sandwich Suppression For Long Drive-Thru Line,"October 26th, 2020",1
1246,https://babylonbee.com/news/aoc-enraged-to-learn-long-line-is-for-voting-and-not-bread,AOC Enraged To Learn Long Line Is For Voting And Not Bread,"October 26th, 2020",1
1247,https://babylonbee.com/news/50-cent-appeals-to-new-trump-supporter-fanbase-with-country-album,50 Cent Appeals To New Trump Supporter Fanbase With Country Album,"October 26th, 2020",1
1248,https://babylonbee.com/news/democrats-ask-acb-to-recuse-herself-from-any-cases-involving-the-constitution,Democrats Ask ACB To Recuse Herself From Any Cases Involving The Constitution,"October 26th, 2020",1
1249,https://babylonbee.com/news/theologians-reading-babylon-bee-articles-on-sunday-counts-as-church-attendance,Theologians: Reading Babylon Bee Articles On Sunday Counts As Church Attendance,"October 25th, 2020",1
1250,https://babylonbee.com/news/biden-trump-will-be-finished-as-soon-as-the-debates-happen,Biden: 'Trump Will Be Finished As Soon As We Have The Debates',"October 25th, 2020",1
1251,https://babylonbee.com/news/democrats-propose-stopping-coyotes-by-distracting-them-with-decoy-roadrunners,Democrats Propose Stopping Coyotes By Distracting Them With Decoy Roadrunners,"October 24th, 2020",1
1252,https://babylonbee.com/news/biden-eyeing-bernie-sanders-as-secretary-of-hud-due-to-experience-with-lots-of-houses,Bernie Sanders On Biden's List For Housing Secretary Due To His Experience Owning Lots Of Houses,"October 24th, 2020",1
1253,https://babylonbee.com/news/obama-says-he-will-campaign-for-biden-if-he-can-work-it-into-his-busy-memoir-writing-schedule,Obama Says He Will Campaign For Biden If He Can Work It Into His Busy Memoir Writing Schedule,"October 24th, 2020",1
1254,https://babylonbee.com/news/narrow-minded-single-issue-israelite-wont-shut-up-about-opposing-baal-worship,"Narrow-Minded, Single-Issue Israelite Won’t Shut Up About Opposing Baal Worship","October 24th, 2020",1
1255,https://babylonbee.com/news/ncaa-slaps-entire-big-ten-conference-with-massive-delay-of-game-penalty,NCAA Slaps Entire Big Ten Conference With 70-Yard Delay Of Game Penalty,"October 24th, 2020",1
1256,https://babylonbee.com/news/man-marooned-on-island-still-wondering-if-he-needs-to-wear-a-face-mask,Hero: Man Stranded On Desert Island Still Obediently Wearing His Mask,"October 23rd, 2020",1
1257,https://babylonbee.com/news/biden-calls-a-lid-until-election-day,Biden Calls A Lid Until Election Day,"October 23rd, 2020",1
1258,https://babylonbee.com/news/worries-intensify-of-plot-to-influence-election-by-publishing-information-about-biden,Intelligence Experts Concerned Media May Tamper With Election By Asking Biden Questions,"October 23rd, 2020",1
1259,https://babylonbee.com/news/world-turns-to-christianity-after-hearing-the-promise-of-no-more-politics-in-heaven,World Turns To Christianity After Learning There Are No Politics In Heaven,"October 23rd, 2020",1
1260,https://babylonbee.com/news/more-liberals-switching-their-vote-to-trump-after-realizing-hes-their-only-reason-for-living,More Liberals Switching Their Vote To Trump After Realizing He's Their Only Reason For Living,"October 23rd, 2020",1
1261,https://babylonbee.com/news/chris-pratt-signs-on-for-gods-not-dead-4-after-being-outed-as-christian,Chris Pratt Signs On For 'God's Not Dead 4' After Being Outed As Christian,"October 23rd, 2020",1
1262,https://babylonbee.com/news/winning-trump-walks-on-stage-holding-hunter-bidens-laptop,Winning: Trump Walks Onstage Holding Hunter Biden’s Laptop,"October 22nd, 2020",1
1263,https://babylonbee.com/news/with-mic-muted-trump-to-correct-biden-using-presidential-text-alert-system,"With Mic Muted, Trump Corrects Biden With Tweets","October 22nd, 2020",1
1264,https://babylonbee.com/news/tampa-bay-rays-thrilled-to-be-playing-in-front-of-such-a-large-crowd,Tampa Bay Rays Thrilled To Be Playing In Front Of Such A Large Crowd,"October 22nd, 2020",1
1265,https://babylonbee.com/news/finally-facebook-to-require-all-content-moderators-to-watch-monty-python-and-the-holy-grail,Finally: Facebook Will Now Require Its Content Moderators To Watch 'Monty Python And The Holy Grail',"October 22nd, 2020",1
1266,https://babylonbee.com/news/progressive-5-year-old-claims-cookie-crumbs-all-over-his-face-are-part-of-russian-disinformation-campaign,Progressive 5-Year-Old Claims Cookie Crumbs All Over His Face Are Part Of Russian Disinformation Campaign,"October 22nd, 2020",1
1267,https://babylonbee.com/news/update-fbi-finds-no-incriminating-material-on-hunters-laptop-just-a-400-gigabyte-folder-named-homework,"Update: FBI Finds No Incriminating Material On Hunter's Laptop, Just A 400-Gigabyte Folder Named 'Homework'","October 22nd, 2020",1
1268,https://babylonbee.com/news/new-subaru-features-camera-that-will-automatically-record-your-meltdowns-about-trump-and-upload-them-to-tiktok,Subaru Introduces Camera That Automatically Records Driver Melting Down About Trump And Uploads Video To TikTok,"October 22nd, 2020",1
1269,https://babylonbee.com/news/gavin-newsom-goes-undercover-as-a-turkey-to-catch-families-celebrating-thanksgiving-this-year,Gavin Newsom To Go Undercover As A Turkey To Catch Families Celebrating Thanksgiving This Year,"October 21st, 2020",1
1270,https://babylonbee.com/news/to-improve-next-debate-both-candidates-mics-will-be-muted-the-entire-time,To Improve Next Debate Both Candidates' Mics Will Be Muted The Entire Time,"October 21st, 2020",1
1271,https://babylonbee.com/news/embarrassed-pope-suddenly-realizes-hes-been-reading-the-bible-upside-down-this-whole-time,Embarrassed Pope Suddenly Realizes He's Been Reading The Bible Upside Down This Whole Time,"October 21st, 2020",1
1272,https://babylonbee.com/news/hunter-biden-quietly-takes-down-meeting-with-my-dad-craigslist-ad,Hunter Biden Quietly Takes Down ‘Meeting With My Dad’ Craigslist Ad,"October 21st, 2020",1
1273,https://babylonbee.com/news/senators-vow-to-hold-big-tech-accountable-by-flying-them-to-dc-and-saying-mean-things-to-them,Senators Vow To Hold Big Tech Accountable By Flying Them To D.C. And Saying Mean Things To Them,"October 21st, 2020",1
1274,https://babylonbee.com/news/hollywood-actor-outed-as-conservative-after-being-a-decent-human-being,Hollywood Actor Outed As Conservative After Being A Decent Human Being,"October 21st, 2020",1
1275,https://babylonbee.com/news/trump-supporters-attempt-to-frighten-liberals-away-from-polls-with-maga-scarecrows,Trump Supporters Attempt To Frighten Liberals Away From Polls With MAGA Scarecrows,"October 21st, 2020",1
1276,https://babylonbee.com/news/the-official-babylon-bee-voters-guide,The Official Babylon Bee Voters' Guide,"October 20th, 2020",1
1277,https://babylonbee.com/news/trump-tries-to-win-suburban-women-by-starring-in-series-of-romance-novels,Trump Tries To Win Suburban Women By Starring In Series Of Romance Novels,"October 20th, 2020",1
1278,https://babylonbee.com/news/jordan-peterson-returns-to-find-americans-worshiping-golden-statue-of-karl-marx-breaks-12-rules-for-life-in-anger,"Jordan Peterson Returns To Find Americans Worshiping Golden Statue Of Karl Marx, Breaks 12 Rules For Life In Anger","October 20th, 2020",1
1279,https://babylonbee.com/news/portland-erects-statue-in-honor-of-antifa-rioters-who-tore-down-all-the-statues,Portland Erects Statue In Honor Of Antifa Rioters Who Tore Down All The Statues,"October 20th, 2020",1
1280,https://babylonbee.com/news/texas-passes-law-banning-californians-from-voting-for-first-20-years-after-they-move-there,Texas Passes Law Banning Californians From Voting After They Move There,"October 20th, 2020",1
1281,https://babylonbee.com/news/people-demand-third-party-choice-instead-of-just-god-or-satan,"Unhappy With Binary Choice Between God And Satan, People Demand Third-Party Candidate","October 20th, 2020",1
1282,https://babylonbee.com/news/liberals-confused-by-man-giving-money-without-being-forced-to,Liberals Confused By Man Giving Money Without Government Forcing Him To,"October 19th, 2020",1
1283,https://babylonbee.com/news/biden-offers-anyone-who-votes-for-him-a-seat-on-the-supreme-court,Biden Offers Anyone Who Votes For Him A Seat On The Supreme Court,"October 19th, 2020",1
1284,https://babylonbee.com/news/seeking-to-quell-controversy-joe-biden-places-hunter-up-for-adoption,Heartwarming: Amy Coney Barrett Just Adopted A Local Troubled Youngster Named Hunter,"October 19th, 2020",1
1285,https://babylonbee.com/news/biden-there-should-be-zero-discrimination-if-an-8-year-old-wants-to-stick-a-fork-in-an-outlet,Biden: 'Parents Should Be Supportive Of An 8-Year-Old's Choice To Stick A Fork In An Electrical Outlet',"October 19th, 2020",1
1286,https://babylonbee.com/news/twitter-censors-r2d2-for-sharing-hacked-death-star-plans,Twitter Censors R2-D2 For Sharing Hacked Death Star Plans,"October 19th, 2020",1
1287,https://babylonbee.com/news/health-experts-now-recommend-attending-biden-rally-for-maximum-social-distance,Health Experts Now Recommend Maximizing Social Distance By Attending A Biden Rally,"October 19th, 2020",1
1288,https://babylonbee.com/news/check-out-these-eight-beautiful-travel-posters-for-americas-democrat-controlled-cities,Check Out These Eight Beautiful Travel Posters For America's Democrat-Controlled Cities,"October 19th, 2020",1
1289,https://babylonbee.com/news/undefeated-trump-beats-another-moderator,Undefeated: Trump Now 2-0 Against Moderators,"October 17th, 2020",1
1290,https://babylonbee.com/news/animation-amy-barretts-crucifix-causes-democrats-to-hiss-in-terror,Animation: Amy Barrett's Crucifix Causes Democrats To Hiss In Terror,"October 17th, 2020",1
1291,https://babylonbee.com/news/congregation-none-the-wiser-as-bass-player-replaced-with-cardboard-cutout,Church Bassist Replaced With Cardboard Cutout,"October 16th, 2020",1
